ticket_id,install,opened,category,body,first_response_h,resolved
T000752,I00804,2024-09-21,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",1,True
T000753,I00804,2024-09-18,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",18,True
T000754,I00804,2025-06-13,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",1,True
T000755,I00805,2025-12-16,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",8,True
T000756,I00808,2025-01-30,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",1,True
T000757,I00810,2025-09-02,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",30,True
T000758,I00810,2025-06-02,wear,"drive wear and vibration, continuous three shift operation since install",4,True
T000759,I00812,2025-11-21,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",30,True
T000760,I00812,2025-06-11,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",12,True
T000761,I00812,2026-01-15,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",12,True
T000762,I00814,2025-08-30,wear,"drive wear and vibration, continuous three shift operation since install",3,True
T000763,I00815,2025-05-14,electrical,"control board error code 21, replaced the relay, fault cleared",18,False
T000764,I00816,2024-11-01,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",12,True
T000765,I00818,2025-08-12,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",30,True
T000766,I00819,2024-07-28,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",30,True
T000767,I00819,2024-12-16,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",30,True
T000768,I00819,2025-03-01,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",96,True
T000769,I00819,2024-10-10,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",54,False
T000770,I00819,2024-07-01,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",54,False
T000771,I00821,2025-08-02,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",8,True
T000772,I00822,2025-12-19,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",1,True
T000773,I00822,2026-03-01,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",3,True
T000774,I00822,2026-03-30,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",8,True
T000775,I00822,2026-06-17,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",1,True
T000776,I00825,2024-09-21,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",3,True
T000777,I00826,2025-12-15,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",1,True
T000778,I00826,2026-04-03,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",3,True
T000779,I00827,2026-05-22,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",3,True
T000780,I00829,2026-05-06,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",18,True
T000781,I00829,2026-03-28,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",3,True
T000782,I00830,2025-07-17,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",8,True
T000783,I00831,2025-06-06,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",3,True
T000784,I00832,2025-04-29,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",12,False
T000785,I00832,2025-08-12,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",30,True
T000786,I00832,2026-01-22,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",12,True
T000787,I00833,2025-01-27,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",30,True
T000788,I00834,2025-07-27,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",30,True
T000789,I00834,2025-08-18,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",30,True
T000790,I00837,2024-09-29,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",3,True
T000791,I00837,2024-11-28,wear,"drive wear and vibration, continuous three shift operation since install",8,False
T000792,I00838,2024-06-05,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",12,True
T000793,I00841,2025-04-10,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",1,True
T000794,I00841,2025-09-23,electrical,"control board error code 21, replaced the relay, fault cleared",1,True
T000795,I00842,2025-10-30,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",3,True
T000796,I00842,2025-12-13,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",8,False
T000797,I00844,2025-05-14,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",1,True
T000798,I00844,2025-08-21,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",3,False
T000799,I00848,2025-12-23,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",3,True
T000800,I00849,2024-10-03,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",4,True
T000801,I00849,2024-11-01,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",54,True
T000802,I00849,2025-03-09,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",12,True
T000803,I00850,2024-09-21,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",1,True
T000804,I00850,2024-10-26,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",3,True
T000805,I00852,2025-07-06,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",4,False
T000806,I00853,2026-07-22,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",18,True
T000807,I00854,2026-05-21,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",40,True
T000808,I00854,2026-02-09,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",1,True
T000809,I00858,2024-05-17,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",30,True
T000810,I00858,2024-07-19,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",12,True
T000811,I00859,2025-06-15,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",12,True
T000812,I00859,2025-11-01,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",4,True
T000813,I00861,2025-09-13,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",40,True
T000814,I00861,2025-09-23,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",8,False
T000815,I00862,2025-11-03,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",12,True
T000816,I00862,2025-09-01,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",30,True
T000817,I00862,2025-07-06,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",96,True
T000818,I00863,2025-03-20,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",30,True
T000819,I00864,2024-12-15,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",30,True
T000820,I00864,2024-11-08,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",96,True
T000821,I00864,2025-08-06,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",30,True
T000822,I00864,2025-03-01,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",54,True
T000823,I00865,2025-02-09,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",8,True
T000824,I00865,2025-02-17,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",1,False
T000825,I00866,2026-09-06,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",30,True
T000826,I00868,2024-09-13,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",54,True
T000827,I00868,2025-05-27,user-error,"guard interlock left open, machine correctly refused to start, user error",30,True
T000828,I00870,2024-08-08,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",30,True
T000829,I00872,2025-08-27,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",1,True
T000830,I00872,2025-05-24,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",1,False
T000831,I00873,2025-09-30,wear,"drive wear and vibration, continuous three shift operation since install",30,True
T000832,I00873,2025-10-07,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",30,True
T000833,I00873,2025-07-14,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",12,True
T000834,I00874,2026-05-22,wear,"drive wear and vibration, continuous three shift operation since install",3,True
T000835,I00875,2024-11-01,electrical,"control board error code 21, replaced the relay, fault cleared",54,True
T000836,I00878,2025-01-03,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",12,True
T000837,I00880,2026-03-15,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",3,True
T000838,I00880,2026-08-19,wear,"drive wear and vibration, continuous three shift operation since install",8,True
T000839,I00884,2025-04-05,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",4,False
T000840,I00884,2024-09-04,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",4,True
T000841,I00885,2025-02-27,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",1,False
T000842,I00887,2025-02-24,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",54,False
T000843,I00888,2025-05-05,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",1,True
T000844,I00889,2025-01-27,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",8,True
T000845,I00889,2024-07-24,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",3,True
